price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,airconditioning,parking,prefarea,furnished
1.75,3.62,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.695,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.87,3.04,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.59,3.6,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.515,9.86,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.41,3.968,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.585,3.84,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5.25,9.8,4.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
3.57,3.64,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.64,3.52,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9.8,13.2,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0
2.94,2.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.083,4.3,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3.255,4.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.893,4.995,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.15,3.069,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.975,4.352,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.93,8.88,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3.5,12.944,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.88,7.16,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
3.5,3.6,6.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4.235,6.65,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.71,4.05,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4.06,3.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
2.345,3.64,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.55,5.36,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
10.15,16.2,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.64,5.96,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2.66,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.233,5.3,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.135,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.277,3.4,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
6.23,5.5,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
6.3,6.4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.92,5.5,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7.35,6.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
8.4,7.475,3.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
5.215,3.18,3.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
7.42,7.44,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
6.23,6.6,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
4.9,2.97,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.55,8.4,4.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
4.06,4.34,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.01,5.076,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.343,11.44,4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
5.6,4.7,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
7.14,6.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
10.15,8.58,4.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
9.87,8.1,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
3.78,2.856,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2.94,4.96,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.653,4.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.836,3.35,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.76,10.24,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
7.9625,6.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
3.143,4.5,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.5,3.99,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.69,4.32,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4.34,1.905,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.515,3.51,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.76715,2.4,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.08,4.96,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5.95,6.525,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5.53,3.65,3.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
3.15,6.75,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7.21,6.0,3.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
2.8,3.96,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3.045,3.8,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.835,4.35,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.82,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
3.465,5.32,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.2,5.85,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
5.04,7.6,4.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
7.35,6.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5.25,10.269,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.69,5.4,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4.9,4.12,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5.495,7.98,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1.75,3.85,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.12,6.84,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3.675,3.63,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8.89,4.6,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
3.92,8.08,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
4.55,2.55,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2.275,3.97,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.35,6.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
6.65,4.04,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8.463,6.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
5.25,5.3,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6.405,4.8,3.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
5.285,4.6,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
11.41,7.42,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
2.604,2.91,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.215,7.2,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
4.55,3.64,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3.01,3.75,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10.85,7.5,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0
5.6525,6.66,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3.85,4.08,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9,4.52,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5.775,6.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.94,6.615,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.95,6.254,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
8.645,8.05,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
6.86,6.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
4.9,4.646,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
8.75,4.32,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
2.653,3.185,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.605,4.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9.24,7.8,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5.25,5.5,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.99,4.05,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2.8,2.65,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4.543,4.99,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
4.795,8.1,4.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
2.87,3.63,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,11.175,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2.45,4.84,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.55,3.52,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5.95,6.54,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0
6.615,4.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
3.36,4.12,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.773,6.93,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.29,3.792,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2,3.52,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2.1,2.4,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.275,1.836,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.46,6.21,4.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2.1,3.36,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.325,4.775,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.473,3.51,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.382,4.95,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.773,8.25,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
3.5,7.35,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7.42,6.325,3.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4.97,4.41,4.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
5.04,10.7,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
6.02,6.9,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3.01,3.09,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.22,4.37,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.39,6.71,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6.16,5.45,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3.5,5.88,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7.035,6.36,4.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0
2.52,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3.465,2.145,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5.11,11.41,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2.408,3.635,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.27,4.36,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2.45,3.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.22,3.12,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.095,5.6,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6.3,7.2,3.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0
3.703,5.45,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3.01,3.24,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4.935,5.948,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5.6,5.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5.6,5.136,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
7.91,6.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2.73,6.8,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.025,3.46,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
4.515,3.52,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4.2,7.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0
3.08,3.09,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
12.25,9.96,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
4.767,3.42,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.485,4.4,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,10.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4.55,3.76,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4.095,3.68,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.02,6.8,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
3.675,3.63,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5.25,8.52,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
5.25,4.26,4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2.66,3.48,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.85,2.015,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.961,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.74,5.4,4.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
3.43,3.85,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.48,4.51,4.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
3.92,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2,5.8,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
3.11885,2.398,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2.94,3.15,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.48,5.885,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4.655,3.745,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5.81,4.8,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8.19,5.96,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
6.475,7.41,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
4.2,2.61,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.56,6.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
7.07,8.88,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4.907,4.2,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4.06,4.32,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
2.38,3.264,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,3.63,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.885,3.18,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4.83,4.815,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4.2,2.145,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.2,3.64,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6.685,6.6,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
4.2,2.325,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.08094,7.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
3.85,5.3,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,5.5,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2.66,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.493,4.9,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.31,3.18,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.13,4.632,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.38,2.475,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4.83,6.862,3.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0
8.4,8.875,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.835,3.3,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.85,2.176,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5.523,6.9,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3.01,2.835,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
